sentence	entity_01	entity_02	label
 미소라 히바리 ( , 1937 년 5 월 29 일 ~ 1989 년 6 월 24 일 ) 는 일본 의 쇼와 시대 를 대표 하 는 가수 이 자 배우 로 , 가나가와 현  요코하마 시 이소고 구 에서 태어났 다 . 	미소라 히바리	요코하마 시	19
 미소라 히바리 ( , 1937 년 5 월 29 일 ~ 1989 년 6 월 24 일 ) 는 일본 의 쇼와 시대 를 대표 하 는 가수 이 자 배우 로 , 가나가와 현 요코하마 시  이소고 구 에서 태어났 다 . 	미소라 히바리	이소고 구	19
 홍진 ( 洪震 / 洪鎭 , 1877 년 음력 8 월 27 일 ~ 1946 년 9 월 9 일 ) 은 대한제국 의 관료 이 자 일제 강점기 한국 의 독립 운동가 이 며 1926 년 7 월 부터 1926 년 12 월 까지 제 5 대 대한민국 임시 정부 의 국무령 을 지냈 다 . 	홍진	대한제국	19
 바뤼흐 스피노자 ( , , ‎ , , 1632 년 11 월 24 일 ~ 1677 년 2 월 21 일 ) 는 네덜란드  암스테르담 에서 태어난 포르투갈 계 유대인 혈통 의 철학자 이 다 . 	바뤼흐 스피노자	암스테르담	19
우강 양기탁 은 1871 년 평안도 강서군 ( 훗날 평안남도 강서군 으로 개편 ) 소천 ( 小川 ) 에서 아버지 양시영 ( 梁時英 ) 과 모친 인동 장 씨 ( 仁同張氏 ) 사이 에서 태어났 다 . 	양기탁	평안남도	19
우강 양기탁 은 1871 년  평안도 강서군 ( 훗날 평안남도 강서군 으로 개편 ) 소천 ( 小川 ) 에서 아버지 양시영 ( 梁時英 ) 과 모친 인동 장 씨 ( 仁同張氏 ) 사이 에서 태어났 다 . 	양기탁	평안도	19
2003 년 에 변호사 개업 을 했 으며 2004 년 17 대 총선 에서 대구광역시 동구 갑 지역구 에서 열린우리당  이강철 후보 를 이기 고 국회의원 에 당선 됐 다 . 	이강철	대구광역시	19
장렬왕후 조 씨 ( 莊烈王后 趙氏 , 1624 년 12 월 16 일 ( 음력 11 월 7 일 ) ~ 1688 년 9 월 20 일 ( 음력 8 월 26 일 ) ) 는 조선 의 제 16 대 국왕 인 조선 인조 의 계비 ( 繼妃 ) 이 다 . 	조선 인조	조선	19
 나혜석 은 1896 년 4 월 28 일 이십삼부 # 인천부 수원군 수원면 신풍리 291 번지 ( 현재 의 경기도  수원시 팔달구 신풍동 45 번지 ) 에서 호조 참판 을 지낸 나영완 ( 羅永完 ) 의 손녀 이 며 , 시흥군 군수 를 지낸 나기정 ( 羅基貞 ) 의 수성 최 씨 최시의 ( 崔是議 ) 의 5 남매 ( 요절 , 弘錫 , 景錫 , 蕙錫 , 芝錫 ) 매 가운데 둘째 딸 로 태어나 , 부유 한 가정 에서 자랐 다 . 	나혜석	수원시	19
 나혜석 은 1896 년 4 월 28 일 이십삼부 # 인천부 수원군 수원면 신풍리 291 번지 ( 현재 의 경기도 수원시 팔달구 신풍동 45 번지 ) 에서 호조 참판 을 지낸 나영완 ( 羅永完 ) 의 손녀 이 며 , 시흥군 군수 를 지낸 나기정 ( 羅基貞 ) 의 수성 최 씨 최시의 ( 崔是議 ) 의 5 남매 ( 요절 , 弘錫 , 景錫 , 蕙錫 , 芝錫 ) 매 가운데 둘째 딸 로 태어나 , 부유 한 가정 에서 자랐 다 . 	나혜석	경기도	19
 나혜석 은 1896 년 4 월 28 일 이십삼부 # 인천부  수원군 수원면 신풍리 291 번지 ( 현재 의 경기도 수원시 팔달구 신풍동 45 번지 ) 에서 호조 참판 을 지낸 나영완 ( 羅永完 ) 의 손녀 이 며 , 시흥군 군수 를 지낸 나기정 ( 羅基貞 ) 의 수성 최 씨 최시의 ( 崔是議 ) 의 5 남매 ( 요절 , 弘錫 , 景錫 , 蕙錫 , 芝錫 ) 매 가운데 둘째 딸 로 태어나 , 부유 한 가정 에서 자랐 다 . 	나혜석	수원군	19
자신 의 삶 을 통해 조선 여성 의 삶 과 그 에 따르 는 문제점 을 이야기 하 려 했 으나 , 오히려 조선 여성 들 이 나혜석 등 에게 비난 을 가하 게 된 다 . 	나혜석	조선	19
1996 년 4 월 8 일  나혜석 탄생 100 주년 을 기념 하 여 경기도 수원 에서 대한민국 ' 전국 여성 미술제 ' 가 개최 되 고 , 1997 년 10 월 부터 매년 나혜석 미술 대전 이 개최 되 었 으며 , 1999 년 10 월 에 는 경기도 문화예술회관 에서 나혜석 바로 알 기 심포지엄 을 개최 하 였 다 . 	나혜석	경기도	19
1996 년 4 월 8 일 나혜석 탄생 100 주년 을 기념 하 여 경기도 수원 에서 대한민국 ' 전국 여성 미술제 ' 가 개최 되 고 , 1997 년 10 월 부터 매년 나혜석 미술 대전 이 개최 되 었 으며 , 1999 년 10 월 에 는 경기도 문화예술회관 에서 나혜석 바로 알 기 심포지엄 을 개최 하 였 다 . 	나혜석	경기도	19
2012 년 5 월  경기도 수원시 에 나혜석 기념관 건립 이 추진 되 었 다 . 	나혜석	경기도	19
2012 년 5 월 경기도  수원시 에 나혜석 기념관 건립 이 추진 되 었 다 . 	나혜석	수원시	19
근대 사회 로 의 전환기 , 개성 의 확립 이 문화 계 의 화두 였 던 시절 나혜석 은 여성 화가 와 여성 해방 론자 로 , 그리고 여성 작가 로 자신 이 내딛 는 한 걸음 마다 가 조선 여성 의 진일보 가 될 것 으로 확신 했 다 . 	나혜석	조선	19
 우장춘 ( 禹長春 , 1898 년 4 월 8 일 ~ 1959 년 8 월 10 일 ) 은 일본  도쿄 도 에서 태어난 대한민국 의 농학 , 식물 학 , 원예 육종 학자 이 며 농학 박사 및 예비역 대한민국 해군 소령 이 다 . 	우장춘	도쿄 도	19
 김창룡 은 함경남도  영흥군 출신 이 다 . 	김창룡	영흥군	19
 김창룡 은 함경남도 영흥군 출신 이 다 . 	김창룡	함경남도	19
 아야도 지에 ( , 1957 년 9 월 10 일 ~ ) 는 일본 의 여성 재즈 가수 로 , 오사카 시 에서 태어났 다 . 	아야도 지에	오사카 시	19
인선왕후 ( 仁宣王后 , 1619 년 2 월 9 일 ( 1618 년 음력 12 월 25 일 ) ~ 1674 년 3 월 19 일 ( 음력 2 월 23 일 ) ) 는 조선 의 왕후 로 , 조선 효종 의 정비 ( 正妃 ) 이 자 조선 현종 의 어머니 이 다 . 	조선 효종	조선	19
홍콩 에서 는 1980 년대 를 전후 하 여 일본 문화 가 전면 개방 되 었 고 당시 일본 음악 이 가장 많이 팔렸 던 해외 시장 이 었 던 만큼 그녀 와 여타 일본 아이돌 가수 들 의 인기 가 높 았 으며 , 장국영 , 장학우 , 담영린 을 비롯 한 홍콩 의 유명 가수 들 은 나카모리 의 곡 을 번안 , 음반 을 출시 하 기 도 했 다 . 	장학우	홍콩	19
홍콩 에서 는 1980 년대 를 전후 하 여 일본 문화 가 전면 개방 되 었 고 당시 일본 음악 이 가장 많이 팔렸 던 해외 시장 이 었 던 만큼 그녀 와 여타 일본 아이돌 가수 들 의 인기 가 높 았 으며 , 장국영 , 장학우 , 담영린 을 비롯 한 홍콩 의 유명 가수 들 은 나카모리 의 곡 을 번안 , 음반 을 출시 하 기 도 했 다 . 	장국영	홍콩	19
2 세기 후반 , 중국 의 혼란 을 틈타 요동군 을 중심 으로 공손탁 이 독립 적 인 세력 을 갖추 어 낙랑 까지 지배 하 였 다 . 	공손탁	요동군	19
 신돌석 은 1878 년 11 월 26 일 경상북도  영덕군 축산면 도곡리 의 평범 한 농가 에서 출생 했 다 . 	신돌석	영덕군	19
 신돌석 은 1878 년 11 월 26 일  경상북도 영덕군 축산면 도곡리 의 평범 한 농가 에서 출생 했 다 . 	신돌석	경상북도	19
《 동사강목 》 ( 東史綱目 ) 은 , 조선 의 학자 안정복 ( 安鼎福 ) 이 저술 한 강목체 ( 綱目體 ) · 편년체 ( 編年體 ) 역사서 이 다 . 	안정복	조선	19
저자 는 《 삼국사기 》 나 《 삼국유사 》 , 《 고려사 》 , 《 동국통감 》 등 의 역대 사 서 8 종 뿐 아니 라 32 종 의 문집 류 ( 묘지명 · 족보 포함 ) 등 의 방대 한 사료 를 하나 의 편년체 적 형식 을 띤 것 으로 재 구성 하 였 고 여기 에 김부식 ( 金富軾 ) , 이제현 ( 李齊賢 ) 등 고려 와 조선 의 유학자 17 명 의 사론 을 참고 로 제시 하 였 다 . 	김부식	고려	19
 아무로 나미에 는 오키나와 현  나하 시 에서 태어나 14 세 의 나이 로 1992 년 일본 아이돌 걸 그룹 슈퍼 몽키즈 의 첫 싱글 ' 恋 のキュート・ビート／ ミスターU . S . A . ' 로 데뷔 한 다 . 	아무로 나미에	나하 시	19
 단경왕후 신 씨 ( 端敬王后 愼氏 , 1487 년 ~ 1557 년 12 월 27 일 ( 음력 12 월 7 일 ) ) 는 조선 조선 중종 의 정비 ( 正妃 ) 이 다 . 	단경왕후	조선	19
 박정희 전 대한민국 대통령 의 고향 인 상모사곡동 과 인접 한 곳 으로 , 박정희 대통령 재임 당시 고향 방문 열차 가 정차 하 기 도 하 였 다 . 	박정희	상모사곡동	19
박정희 전 대한민국 대통령 의 고향 인 상모사곡동 과 인접 한 곳 으로 , 박정희 대통령 재임 당시 고향 방문 열차 가 정차 하 기 도 하 였 다 . 	박정희	상모사곡동	19
 전라북도 부안군 에서 대 지주 인 김경중 과 부인 장흥 고 씨 의 다섯째 아들 로 태어났 다 . 	김경중	전라북도	19
조선 중종 때 의 유학자 하서 김인후 의 13 대 후손 으로 , 선조 들 은 전라남도  장성군 에 대대로 살 았 으며 증조부 김명환 ( 金明煥 ) 의 셋째 아들 인 김요협 이 처가 가 있 는 전라북도 부안군 으로 이주 해 오 면서 부안군 에서 살 게 되 었 다 . 	김요협	장성군	19
조선 중종 때 의 유학자 하서 김인후 의 13 대 후손 으로 , 선조 들 은 전라남도 장성군 에 대대로 살 았 으며 증조부 김명환 ( 金明煥 ) 의 셋째 아들 인 김요협 이 처가 가 있 는 전라북도 부안군 으로 이주 해 오 면서 부안군 에서 살 게 되 었 다 . 	김요협	전라남도	19
 백상승 ( 白相承 , 1935 년 12 월 12 일 ~ , 경상북도  경주시 ) 은 대한민국 의 행정 공무원 이 다 . 	백상승	경주시	19
 백상승 ( 白相承 , 1935 년 12 월 12 일 ~ , 경상북도 경주시 ) 은 대한민국 의 행정 공무원 이 다 . 	백상승	경상북도	19
 파비오 칸나바로 , 이탈리아 공화국 공로 훈장 ( , 1973 년 9 월 13 일 , 나폴리 ~ ) 는 이탈리아 의 전 프로 축구 선수 이 며 , 현재 중화인민공화국 톈진 취안젠 의 축구 감독 이 다 . 	파비오 칸나바로	나폴리	19
 라마 1세 ( 재위 1782 년 - 1809 년 ) 는 타이 세력 을 크 게 확장 해 말레이반도 의 켈란탄 , 미얀마 의 타보이 까지 지배 하 였 으며 아유타야 왕조 의 관행 부활 에 힘쓰 고 옛 관례 를 재 구성 하 는 법전 공포 와 불교재흥 에 힘썼 다 . 	라마 1세	타이	19
2011 년 새로 치러 진 총선 에서 사업가 출신 의 탁신 친나왓 전 총리 의 막내 여동생 잉락 친 나왓 이 새로 타이 의 총리 로 선출 되 었 다 . 	탁신 친나왓	타이	19
 타이 사회 로 성공 적 인 진입 을 이룬 화교 는 정치 및 경제 권력 을 가진 세력 으로 부상 했 는데 그 대표 적 인 예 가 타이 의 전 수상 탁신 친나왓 이 다 . 	탁신 친나왓	타이	19
타이 사회 로 성공 적 인 진입 을 이룬 화교 는 정치 및 경제 권력 을 가진 세력 으로 부상 했 는데 그 대표 적 인 예 가 타이 의 전 수상 탁신 친나왓 이 다 . 	탁신 친나왓	타이	19
하지만 , 조선 후기 실학자 정약용 ( 丁若鏞 ) 은 도시조 정덕성 에 대해 ' 사실 관계 에 대한 고증 이 어렵 다 ' 며 실존 여부 에 대해 회의 적 으로 보 았 다 . 	정약용	조선	19
나주 정 씨 ( 羅州丁氏 ) - 정자급 ( 丁子伋 ) , 정수강 ( 丁壽崗 ) , 정옥형 ( 丁玉亨 ) , 정응두 ( 丁應斗 ) , 정윤복 ( 丁胤福 ) , 정호선 ( 丁好善 ) , 정언 벽 ( 丁彦璧 ) , 정시윤 ( 丁時潤 ) , 정도복 ( 丁道復 ) 이상 9 명 이 조선 시대 연속 9 대 문과급 제 기록 을 세움 ( 9 대옥 당 ) , 정약용 ( 丁若鏞 , 호 는 다산 ( 茶山 ) , 실학 ( 實學 ) 의 거두 ) 	정약용	조선	19
 윤기섭 은 1887 년 4 월 4 일 경기도 장단군  장단면 에서 윤기영 ( 尹耆榮 ) 의 차남 으로 출생 했 다 . 	윤기섭	장단면	19
 윤기섭 은 1887 년 4 월 4 일 경기도  장단군 장단면 에서 윤기영 ( 尹耆榮 ) 의 차남 으로 출생 했 다 . 	윤기섭	장단군	19
 윤기섭 은 1887 년 4 월 4 일  경기도 장단군 장단면 에서 윤기영 ( 尹耆榮 ) 의 차남 으로 출생 했 다 . 	윤기섭	경기도	19
외가 인 경상남 도 거제시 에서 출생 하 였 고 , 초등학교 입학 전 경상남도 통영시 본가 로 옮겨 가 서 그곳 에서 성장 한 그 는 극작가 유치진 의 아우 이 기 도 하 다 . 	유치진	경상남도	19
외가 인 경상남도 거제시 에서 출생 하 였 고 , 초등학교 입학 전 경상남 도 통영시 본가 로 옮겨 가 서 그곳 에서 성장 한 그 는 극작가 유치진 의 아우 이 기 도 하 다 . 	유치진	경상남도	19
외가 인 경상남 도 거제시 에서 출생 하 였 고 , 초등학교 입학 전 경상남 도  통영시 본가 로 옮겨 가 서 그곳 에서 성장 한 그 는 극작가 유치진 의 아우 이 기 도 하 다 . 	유치진	통영시	19
1946 년 평안북도 진남포 ( 현재 의 남포 특별시 ) 라고 알려 져 있 지만 공식 적 으로 평안남도 강서군 에서 하대학 의 아들 로 태어난 하용조 목사 는 한국 전쟁 을 통해 경기도 이천 을 거쳐 전라남도 목포 까지 피난 을 온 실향민 이 다 . 	하용조	평안남도	19
1946 년 평안북도 진남포 ( 현재 의 남포 특별시 ) 라고 알려 져 있 지만 공식 적 으로 평안남도  강서군 에서 하대학 의 아들 로 태어난 하용조 목사 는 한국 전쟁 을 통해 경기도 이천 을 거쳐 전라남도 목포 까지 피난 을 온 실향민 이 다 . 	하용조	강서군	19
《 열하일기 》 ( 熱河日記 ) 는 조선 정조 때 의 북학파 인 박지원 이 44 세 때 인 1780 년 ( 정조 4 년 ) 에 삼종 형 ( 8 촌 형 ) 박명원 ( 朴明源 ) 이 청나라 건륭제 의 만수절 ( 萬壽節 , 칠순 잔치 ) 사절 로 북경 ( 당시 의 연경 ) 에 갈 때 따라가 서 보 고 들 은 것 을 남긴 견문기 이 다 . 	건륭제	청나라	19
열하 ( 熱河 ) 는 중국  청나라 , 지금 의 청더 ( 승덕 ) 이 며 , 최종 목적지 는 열하행궁 또는 피서산장 으로 불리 는 건륭제 의 여름 별궁 이 었 는데 박지원 ( 朴趾源 ) 이 조선 정조 때 에 청나라 를 다녀온 연행일기 ( 燕行日記 ) 이 다 . 	건륭제	청나라	19
열하 ( 熱河 ) 는 중국 청나라 , 지금 의 청더 ( 승덕 ) 이 며 , 최종 목적지 는 열하행궁 또는 피서산장 으로 불리 는 건륭제 의 여름 별궁 이 었 는데 박지원 ( 朴趾源 ) 이 조선 정조 때 에 청나라 를 다녀온 연행일기 ( 燕行日記 ) 이 다 . 	건륭제	청나라	19
마리아 안나 만시니 , 또는 마리 안 망시니 ( i , 1649 년  로마 ~ 1714 년 6 월 20 일 ) 는 이탈리아 출신 의 프랑스 귀족 으로 뒤 에 부용 공작 부인 으로 불린 다 . 	마리 안 망시니	로마	19
그리스 신화 에서 의 목성 은 유피테르 에 대응 되 고 , 유로파 는 티레 를 다스리 던 왕 의 딸 인 에우로페 에 대응 된 다 . 	에우로페	티레	19
또 , 조선 조선 성종 이 선농단 에서 제사 를 지낸 날 이 기 도 하 다 . 	조선 성종	조선	19
현재 의 경상북도 칠곡군 지역 에서 신우덕 ( 申祐德 ) 의 아들 으로 태어났 으며 , 장현광 ( 張顯光 ) 의 문인 이 다 . 	장현광	경상북도	19
 오다기리 조 ( , Joe Odagiri , 1976 년 2 월 16 일 ~ ) 는 돈규 클럽 소속 의 배우 로 오카야마 현  쓰야마 시 출신 이 다 . 	오다기리 조	쓰야마 시	19
 안도 모모후쿠 는 일본 제국 치하 의 타이완 에서 태어나 1932 년 일본 으로 건너왔 다 . 	안도 모모후쿠	타이완	19
일찍이 형주 ( 荊州 ) 에서 사마휘 ( 司馬德操 ) 를 사마휘 ( 水鏡 ) , 제갈량 ( 諸葛孔明 ) 을 와룡 ( 臥龍 ) 이 라 하 고 , 방사원 ( 龐士元 ) 은 봉추 ( 鳳 雛 ) 라 했 는데 이 는 모두 방사원 의 숙부 이 자 수경선생 ( 水鏡先生 ) 사마휘 가 형 님 으로 모시 는 방덕공 ( 龐德公 ) 이 말 한 것 이 다 . 	방덕공	형주	19
안 에 는 1 층 과 2 층 의 양쪽 에 우사스카 ( ) 라는 옥좌 가 만들 어 져 있 어 , 2 층 의 우사스카 위 에 는 청나라 황제 로부터 하사 받 은 현판 이 장식 되 어 있 었 으나 오키나와 전투 에서 모두 소실 되 고 , 강희제 ( 康熙帝 ) 가 내린 중산세토 ( 中山世土 ) 라는 편액 만 이 재현 복원 되 어 걸려 있 다 . 	강희제	청나라	19
 이수 ( 梨 水 ) 라는 옛 지명 은 이수나루 및 이수교 에서 유래 된 것 으로 , 대략 적 으로 서울특별시 동작구 ( 사당동 ) 과 서초구 ( 방배동 , 반포동 ) 의 경계 지역 일대 를 일컫 는다 . 	이수	서울특별시	19
 정주영 전 현대그룹 회장 이 통천군 에서 태어난 것 으로 알려 져 있 다 . 	정주영	통천군	19
조선민주주의인민공화국 의 방송원  리춘히 가 통천군 출신 이 다 . 	리춘히	통천군	19
애플 TV 는 ' ' It ' s Showtime ! ' ' 이 라는 티저 로 2006 년 9 월 12 일  캘리포니아 주 의 샌프란시스코 에서 스티브 잡스 가 주최 한 열린 스페셜 이벤트 에서 처음 언급 되 었 다 . 	스티브 잡스	캘리포니아 주	19
애플 TV 는 ' ' It ' s Showtime ! ' ' 이 라는 티저 로 2006 년 9 월 12 일 캘리포니아 주 의 샌프란시스코 에서 스티브 잡스 가 주최 한 열린 스페셜 이벤트 에서 처음 언급 되 었 다 . 	스티브 잡스	샌프란시스코	19
폐비 신 씨 ( 廢妃 愼氏 , 1476 년 12 월 15 일 ( 음력 11 월 29 일 ) ~ 1537 년 5 월 16 일 ( 음력 4 월 8 일 ) ) 는 조선 조선 연산군 ( 燕山君 ) 의 왕비 ( 王妃 ) 이 다 . 	조선 연산군	조선	19
남편 조선 연산군 과 함께 조선 에서 반정 으로 인해 퇴위 한 첫 번 째 사례 로 꼽힌 다 . 	조선 연산군	조선	19
세자빈 간택 을 통해 1488 년 ( 성종 19 년 ) 왕세자 ( 王世子 ) 로 있 던 조선 연산군 과 가례 를 치르 고 왕세자빈 ( 世子嬪 ) 신분 으로 입궁 하 였 으며 , 1494 년 연산군 즉위 와 함께 왕비 ( 王妃 ) 에 봉해 지 면서 경복궁 자선당 ( 資善堂 ) 에서 경복궁 교태전 ( 交泰殿 ) 으로 처소 를 옮겼 다 . 	조선 연산군	교태전	19
 웨인 루니 ( , 1985 년 10 월 24 일 ~ ) 는 잉글랜드 의 축구 선수 로 현재 맨체스터 유나이티드 에서 뛰 고 있 다 . 	웨인 루니	잉글랜드	19
 오위영 ( 吳緯泳 , 1901 년 5 월 5 일 ~ 1978 년 10 월 2 일 , 울산광역시 ) 은 일제 강점기 의 금융인 이 자 대한민국 의 금융인 , 정치인 으로 제 2 · 4 · 5 대 국회의원 이 었 다 . 	오위영	울산광역시	19
 요아힘 셰프케 ( , 1912 년 3 월 8 일  플렌스부르크 ~ 1941 년 3 월 17 일 ) 는 제 2 차 세계 대전 중 의 독일 유보트 지휘관 이 었 다 . 	요아힘 셰프케	플렌스부르크	19
《 폴리스 스토리 》 ( Police Story ) 는 골든 하베스트 가 제작 한 홍콩 영화 로 성룡 이 감독 - 주연 하 였 다 . 	성룡	홍콩	19
미국  샌프란시스코 에서 열린 맥월드 2007 에서 애플 의 창업자 중 한 명 인 스티브 잡스 가 발표 했 다 . 	스티브 잡스	샌프란시스코	19
 스코틀랜드 출신 의 문학가 이 자 문헌학자 였 던 앤드루 랭 은 자신 의 《 빨간 동화책 》 에 〈 금빛 두건 의 진실 〉 을 수록 하 였 다 . 	앤드루 랭	스코틀랜드	19
 김윤진 은 대한민국  서울특별시 에서 태어났 다 . 	김윤진	서울특별시	19
 권중현 ( 權重顯 , 1854 년 11 월 27 일 ( 음력 10 월 8 일 ) ~ 1934 년 3 월 19 일 ) 은 조선 후기 의 관료 이 며 일제 강점기 의 조선 귀족 이 다 . 	권중현	조선	19
 이지용 ( 李址鎔 , 1870 년 10 월 23 일 ~ 1928 년 ) 은 조선 의 왕족 이 자 대한제국 의 황족 , 관료 이 다 . 	이지용	조선	19
1893 년 호조 참판 재직 시 에 동학 교도 들 이 척왜양창의 ( 斥倭洋倡義 ) 를 내세워 보은집회 를 개최 하 자 황실 에서 청나라 군사 동원 을 결정 하 자 위안스카이 ( 袁世凱 ) , 리훙장 등 을 만나 청나라 군사 의 파병 문제 를 협의 하 였 다 . 	위안스카이	청나라	19
1893 년 동학 교도 들 이 보은집회 를 열 자 , 민 씨 정권 은 청나라 에 구원 군 을 요청 했 는데 , 그 는 이때 민 씨 정권 의 명령 을 받 고 청나라 에서 파견 된 위안스카이 ( 袁世凱 ) 를 만나 위안스카이 와 청나라 군사 를 파병 하 는 문제 를 의논 했 다 . 	위안스카이	청나라	19
 이근택 ( 李根澤 , 1865 년 9 월 30 일 ( 음력 8 월 11 일 ) ~ 1919 년 12 월 17 일 ) 은 조선 과 대한제국 의 관료 이 다 . 	이근택	조선	19
 제이콥 닐슨 ( , , 1957 년 덴마크  코펜하겐 출생 ) 은 소프트웨어 와 웹 사이트 디자인 의 사용 성 ( Usability ) 에 관한 작가 겸 연설가 이 며 컨설턴트 업무 를 하 는 전문가 이 다 . 	제이콥 닐슨	코펜하겐	19
공립 중학교 시절 부터 소꿉 친구 인 데이먼 알반 과 그레이엄 콕슨 은 1988 년 런던 의 골드스미스 대학 에서 알렉스 제임스 를 만난 다 . 	데이먼 알반	런던	19
280 년 , 명장 두예 ( 杜預 ) 와 왕준 ( 王濬 ) 의 분투 로 , 손호 가 다스리 고 있 던 오 를 멸망 시키 면서 60 년 의 삼국 정립 의 시대 의 막 을 내린 다 . 	왕준	오	19
마찬가지 로 고구려 를 다룬 《 주몽 》 , 《 연개소문 》 과 같 은 시기 에 방영 되 어 경쟁 을 벌였 다 . 	연개소문	고구려	19
경상남 도  진주시 지수면 승내리 에서 구인회 ( 具仁會 ) LG 창업 회장 의 첫째 아들 로 태어났 다 . 	구인회	진주시	19
 경상남도 진주시 지수면 승내리 에서 구인회 ( 具仁會 ) LG 창업 회장 의 첫째 아들 로 태어났 다 . 	구인회	경상남도	19
경상남 도 진주시  지수면 승내리 에서 구인회 ( 具仁會 ) LG 창업 회장 의 첫째 아들 로 태어났 다 . 	구인회	지수면	19
브란덴부르크 선제후 프리드리히 3 세 는 1618 년 이래 로 독일인 의 식민 등 에 의해 서 세워 진 프로이센 공국 과 합하 여 , 1701 년 1 월 18 일 쾨니히스베르크 를 수도 로 삼 아 그곳 에서 대관식 을 거행 하 여 , 프로이센 의 왕 프리드리히 1세 가 되 었 다 . 	프리드리히 1세	쾨니히스베르크	19
 정형돈 은 1978 년 3 월 15 일 에 경상북도  김천시 에서 태어나 바로 부산 으로 옮겨 유년 시절 과 학창 시절 을 보냈 다 . 	정형돈	김천시	19
 정형돈 은 1978 년 3 월 15 일 에 경상북도 김천시 에서 태어나 바로 부산 으로 옮겨 유년 시절 과 학창 시절 을 보냈 다 . 	정형돈	경상북도	19
 헤르베르트 폰 카라얀 은 그리스 계 의 중상류 잘츠부르크 가정 에서 태어났 다 . 	헤르베르트 폰 카라얀	잘츠부르크	19
 조방 ( 曹芳 , 231 년 ~ 274 년 ) 은 중국 삼국 시대 위 의 제 3 대 황제 이 다 . 	조방	중국	19
조위 원황 제 조환 ( 曹魏 元皇帝 曹奐 , 246 년 ~ 303 년 ) 은 중국 삼국 시대  위 의 최후 이 자 제 5 대 황제 이 다 . 	조환	위	19
 자렛 레딕 은 텍사스 주 그레이프바인 ( 텍사스 주 ) 에서 2 남 4 녀 의 막내 로 태어났 다 . 	자렛 레딕	텍사스 주	19
1992 년 캘리포니아 주 포웨이 에서 마크 호퍼스 , 톰 델론 지 , 스콧 레이너 를 멤버 로 결성 되 었 다 . 	마크 호퍼스	캘리포니아 주	19
1992 년 캘리포니아 주 포웨이 에서 마크 호퍼스 , 톰 델론 지 , 스콧 레이너 를 멤버 로 결성 되 었 다 . 	스콧 레이너	캘리포니아 주	19
1992 년 캘리포니아 주 포웨이 에서 마크 호퍼스 , 톰 델론지 , 스콧 레이너 를 멤버 로 결성 되 었 다 . 	톰 델론지	캘리포니아 주	19
주몽 과 마찬가지 로 고구려 사 를 다룬 《 연개소문 》 · 《 대조영 》 과 는 같 은 시기 에 방영 되 어 경쟁 을 벌였 다 . 	연개소문	고구려	19
그 후 , 전한 초기 군국제 로 인하 여 조정 의 승상 과 번국 의 승상 을 따로 두 었 으나 오초칠국 의 난 이후 폐지 되 었 고 전한 무제 의 황권 강화 로 인하 여 승상 의 권세 는 점차 위축 되 었 다 . 	전한 무제	전한	19
 사카모토 료마 ( , 덴포 6 년 음력 11 월 15 일 ( 1836 년 1 월 3 일 ) ~ 게이오 3 년 음력 11 월 15 일 ( 1867 년 12 월 10 일 ) ) 는 도사 번 고시 ( 鄕士 ) 계급 출신 으로 , 일본 의 무사 겸 사업가 이 다 . 	사카모토 료마	도사 번	19
 제갈근 ( 諸葛瑾 , 174 년 ~ 241 년 ) 은 중국 삼국 시대 오 의 대신 으로 , 서주 ( 徐州 ) 낭야군 ( 琅邪郡 ) 양현 ( 陽縣 ) 사람 이 며 자 는 자유 ( 子瑜 ) 이 다 . 	제갈근	중국	19
이후 에 부여 에 있 던 동명성왕 의 장자 유리명왕 이 고구려 에 올 때 추모왕 과 결별 하 고 비류 와 온조 두 아들 과 함께 남하 하 여 백제 를 건국 했 다고 전해 진 다 . 	동명성왕	부여	19
 사마의 ( 司馬懿 , 179 년 ~ 251 년 8 월 5 일 ) 는 중국 삼국 시대 위 의 정치인 이 자 군략가 이 며 , 훗날 그 의 손자 사마염 이 세운 서진 의 기초 를 세운 인물 이 다 . 	사마의	중국	19
또한 , 고구려 의 연개소문 , 일본 의 도쿠가와 이에야스 와 흡사 하 다 . 	연개소문	고구려	19
 한유미 ( 韓有美 , 1982 년 2 월 5 일 경기도  오산시 ~ ) 는 대한민국 의 전설 이 라 불리 는 배구 선수 이 다 . 	한유미	오산시	19
 한유미 ( 韓有美 , 1982 년 2 월 5 일  경기도 오산시 ~ ) 는 대한민국 의 전설 이 라 불리 는 배구 선수 이 다 . 	한유미	경기도	19
 나혜원 ( 羅惠嫄 , 1986 년 6 월 28 일 ~ ) 은 경기도  안양시 출신 의 대한민국 의 전 여자 배구 선수 이 다 . 	나혜원	안양시	19
 나혜원 ( 羅惠嫄 , 1986 년 6 월 28 일 ~ ) 은 경기도 안양시 출신 의 대한민국 의 전 여자 배구 선수 이 다 . 	나혜원	경기도	19
 이효희 ( 李曉熙 , 1980 년 8 월 26 일 ~ ) 는 경기도  수원시 출신 의 대한민국 의 배구 선수 이 다 . 	이효희	수원시	19
 이효희 ( 李曉熙 , 1980 년 8 월 26 일 ~ ) 는 경기도 수원시 출신 의 대한민국 의 배구 선수 이 다 . 	이효희	경기도	19
 야마모토 다카히로 ( , 1978 년 7 월 12 일 - ) 는 돗토리 현  돗토리 시 출생 의 일본 남자 배구 선수 이 다 . 	야마모토 다카히로	돗토리 시	19
